,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-05-01,6654.029932,24208.07936412463,38031.85487244449,6654.029932,6654.029932,24333.141745606437,24333.141745606437,24333.141745606437,24333.141745606437,24333.141745606437,24333.141745606437,0.0,0.0,0.0,30987.17167760644
1,2020-08-01,3752.7409932723667,21057.101880713555,34726.01289748708,3752.7409932723667,3752.7409932723667,24333.14174570696,24333.14174570696,24333.14174570696,24333.14174570696,24333.14174570696,24333.14174570696,0.0,0.0,0.0,28085.882738979326
2,2020-11-01,851.4520528040441,18179.528797114042,32022.24224356312,851.4520528040441,851.4520528040441,24333.141745489454,24333.141745489454,24333.141745489454,24333.141745489454,24333.141745489454,24333.141745489454,0.0,0.0,0.0,25184.5937982935
3,2021-02-01,-2049.836878279486,15664.475003696703,29455.73195117716,-2049.836878279486,-2049.836878279486,24333.141745748977,24333.141745748977,24333.141745748977,24333.141745748977,24333.141745748977,24333.141745748977,0.0,0.0,0.0,22283.30486746949
4,2021-05-01,-4856.5185613567955,37809.77342488908,51720.010637802196,-4856.5185613567955,-4856.5185613567955,49870.578856944165,49870.578856944165,49870.578856944165,49870.578856944165,49870.578856944165,49870.578856944165,0.0,0.0,0.0,45014.06029558737
5,2021-08-01,-7757.807491321619,35419.9280882896,48610.34192049092,-7757.807491321619,-7757.807491321619,49870.57885690876,49870.57885690876,49870.57885690876,49870.57885690876,49870.57885690876,49870.57885690876,0.0,0.0,0.0,42112.77136558714
6,2021-11-01,-10659.096430965024,32526.335079180848,46109.78941194455,-10659.096430965024,-10659.096430965024,49870.57885700227,49870.57885700227,49870.57885700227,49870.57885700227,49870.57885700227,49870.57885700227,0.0,0.0,0.0,39211.48242603725
7,2022-02-01,-13560.385380982005,29620.01099954984,43538.684575326806,-13560.385380982005,-13560.385380982005,49870.578857038505,49870.578857038505,49870.578857038505,49870.578857038505,49870.578857038505,49870.578857038505,0.0,0.0,0.0,36310.1934760565
8,2022-05-01,-16367.067097218478,24963.93825358831,38336.189570446244,-16367.067097218478,-16367.067097218478,47959.64890423808,47959.64890423808,47959.64890423808,47959.64890423808,47959.64890423808,47959.64890423808,0.0,0.0,0.0,31592.5818070196
9,2022-08-01,-19268.356056236596,22106.64185608619,35684.89380703486,-19268.356056236596,-19268.356056236596,47959.64890413756,47959.64890413756,47959.64890413756,47959.64890413756,47959.64890413756,47959.64890413756,0.0,0.0,0.0,28691.292847900964
10,2022-11-01,-22169.645015254726,18731.606986477294,32513.14365997625,-22169.645015254726,-22169.645015254726,47959.64890423579,47959.64890423579,47959.64890423579,47959.64890423579,47959.64890423579,47959.64890423579,0.0,0.0,0.0,25790.003888981068
11,2023-02-01,-25070.933974272844,15978.156724066102,29706.4006957437,-25070.933974272844,-25070.933974272844,47959.6489044533,47959.6489044533,47959.6489044533,47959.6489044533,47959.6489044533,47959.6489044533,0.0,0.0,0.0,22888.714930180457
12,2023-03-31,-26900.00744843645,-8981.143599736803,4038.974827252147,-26900.007481870412,-26900.007417754055,24333.14174580105,24333.14174580105,24333.14174580105,24333.14174580105,24333.14174580105,24333.14174580105,0.0,0.0,0.0,-2566.8657026353976
